Cancelamentos,,
TSAT114120,,
TSAT114128,,
TSAT114136,,
TSAT114151,,
TSAT114166,,
TSAT114046,,
TSAT113805,,
TSAT113864,,
TSAT113805,,
TSAT113806,,
TSAT113864,,
TSAT113890,,
TSAT113909,,
TSAT113211,,
TSAT112875,,
TSAT112235,,
TSAT113805,,
TSAT113864,,
TSAT113819,,
TSAT113732,,
TSAT113680,,
TSAT113568,,
TSAT113642,,
TSAT113732,,
TSAT113703,,
TSAT113680,,
TSAT113629,,
TSAT113435,,
TSAT113457,,
TSAT113568,,
TSAT113578,,
TSAT113708,,
TSAT113707,,
TSAT113508,,
TSAT113549,,
TSAT113642,,
TSAT113667,,
TSAT113731,,
TSAT113558,,
TSAT113718,,
TSAT113716,,
TSAT113681,,
TSAT113667,,
TSAT113541,,
TSAT113568,,
TSAT113723,,
TSAT113758,,
TSAT113467,,
TSAT113530,,
TSAT113566,,
TSAT113283,,
TSAT113324,,
TSAT113330,,
TSAT113380,,
TSAT113381,,
TSAT113382,,
TSAT113384,,
TSAT113555,,
TSAT113465,,
